�rednie kursy EUR Narodowego Banku Polskiego,,,
,,,
Data,Kurs,Zmiana,Nazwa Tabeli
2016-03-18,4.2705,-0.66,054/A/NBP/2016
2016-03-21,4.2603,-0.24,055/A/NBP/2016
2016-03-22,4.2590,-0.03,056/A/NBP/2016
2016-03-23,4.2533,-0.13,057/A/NBP/2016
2016-03-24,4.2715,0.43,058/A/NBP/2016
2016-03-25,4.2630,-0.20,059/A/NBP/2016
2016-03-29,4.2535,-0.22,060/A/NBP/2016
2016-03-30,4.2445,-0.21,061/A/NBP/2016
2016-03-31,4.2684,0.56,062/A/NBP/2016
2016-04-01,4.2387,-0.70,063/A/NBP/2016
2016-04-04,4.2355,-0.08,064/A/NBP/2016
2016-04-05,4.2452,0.23,065/A/NBP/2016
2016-04-06,4.2577,0.29,066/A/NBP/2016
2016-04-07,4.2601,0.06,067/A/NBP/2016
2016-04-08,4.2930,0.77,068/A/NBP/2016
2016-04-11,4.2826,-0.24,069/A/NBP/2016
2016-04-12,4.2867,0.10,070/A/NBP/2016
2016-04-13,4.2827,-0.09,071/A/NBP/2016
2016-04-14,4.3016,0.44,072/A/NBP/2016
2016-04-15,4.3000,-0.04,073/A/NBP/2016
2016-04-18,4.2978,-0.05,074/A/NBP/2016
2016-04-19,4.2977,0.00,075/A/NBP/2016
2016-04-20,4.3004,0.06,076/A/NBP/2016
2016-04-21,4.2885,-0.28,077/A/NBP/2016
2016-04-22,4.3283,0.93,078/A/NBP/2016
2016-04-25,4.3860,1.33,079/A/NBP/2016
2016-04-26,4.3978,0.27,080/A/NBP/2016
2016-04-27,4.3926,-0.12,081/A/NBP/2016
2016-04-28,4.3940,0.03,082/A/NBP/2016
2016-04-29,4.4078,0.31,083/A/NBP/2016
2016-05-02,4.3842,-0.54,084/A/NBP/2016
2016-05-04,4.3992,0.34,085/A/NBP/2016
2016-05-05,4.4003,0.03,086/A/NBP/2016
2016-05-06,4.4236,0.53,087/A/NBP/2016
2016-05-09,4.4123,-0.26,088/A/NBP/2016
2016-05-10,4.4275,0.34,089/A/NBP/2016
2016-05-11,4.4241,-0.08,090/A/NBP/2016
2016-05-12,4.4275,0.08,091/A/NBP/2016
2016-05-13,4.4016,-0.58,092/A/NBP/2016
2016-05-16,4.3727,-0.66,093/A/NBP/2016
2016-05-17,4.3610,-0.27,094/A/NBP/2016
2016-05-18,4.3937,0.75,095/A/NBP/2016
2016-05-19,4.3960,0.05,096/A/NBP/2016
2016-05-20,4.4163,0.46,097/A/NBP/2016
2016-05-23,4.4293,0.29,098/A/NBP/2016
2016-05-24,4.4482,0.43,099/A/NBP/2016
2016-05-25,4.4238,-0.55,100/A/NBP/2016
2016-05-27,4.4063,-0.40,101/A/NBP/2016
2016-05-30,4.3945,-0.27,102/A/NBP/2016
2016-05-31,4.3820,-0.28,103/A/NBP/2016
2016-06-01,4.3895,0.17,104/A/NBP/2016
2016-06-02,4.3944,0.11,105/A/NBP/2016
2016-06-03,4.3913,-0.07,106/A/NBP/2016
2016-06-06,4.3835,-0.18,107/A/NBP/2016
2016-06-07,4.3533,-0.69,108/A/NBP/2016
2016-06-08,4.3377,-0.36,109/A/NBP/2016
2016-06-09,4.3334,-0.10,110/A/NBP/2016
2016-06-10,4.3558,0.52,111/A/NBP/2016
2016-06-13,4.3900,0.79,112/A/NBP/2016
2016-06-14,4.4363,1.05,113/A/NBP/2016
2016-06-15,4.4155,-0.47,114/A/NBP/2016
2016-06-16,4.4445,0.66,115/A/NBP/2016
2016-06-17,4.4363,-0.18,116/A/NBP/2016
2016-06-20,4.3945,-0.94,117/A/NBP/2016
2016-06-21,4.3935,-0.02,118/A/NBP/2016
2016-06-22,4.3900,-0.08,119/A/NBP/2016
2016-06-23,4.3806,-0.21,120/A/NBP/2016
2016-06-24,4.4526,1.64,121/A/NBP/2016
2016-06-27,4.4485,-0.09,122/A/NBP/2016
2016-06-28,4.4244,-0.54,123/A/NBP/2016
2016-06-29,4.4140,-0.24,124/A/NBP/2016
2016-06-30,4.4255,0.26,125/A/NBP/2016
2016-07-01,4.3921,-0.75,126/A/NBP/2016
2016-07-04,4.4304,0.87,127/A/NBP/2016
2016-07-05,4.4501,0.44,128/A/NBP/2016
2016-07-06,4.4469,-0.07,129/A/NBP/2016
2016-07-07,4.4380,-0.20,130/A/NBP/2016
2016-07-08,4.4295,-0.19,131/A/NBP/2016
2016-07-11,4.4170,-0.28,132/A/NBP/2016
2016-07-12,4.4224,0.12,133/A/NBP/2016
2016-07-13,4.4016,-0.47,134/A/NBP/2016
2016-07-14,4.4070,0.12,135/A/NBP/2016
2016-07-15,4.4121,0.12,136/A/NBP/2016
2016-07-18,4.4032,-0.20,137/A/NBP/2016
2016-07-19,4.3811,-0.50,138/A/NBP/2016
2016-07-20,4.3776,-0.08,139/A/NBP/2016
2016-07-21,4.3706,-0.16,140/A/NBP/2016
2016-07-22,4.3564,-0.32,141/A/NBP/2016
2016-07-25,4.3600,0.08,142/A/NBP/2016
2016-07-26,4.3694,0.22,143/A/NBP/2016
2016-07-27,4.3695,0.00,144/A/NBP/2016
2016-07-28,4.3736,0.09,145/A/NBP/2016
2016-07-29,4.3684,-0.12,146/A/NBP/2016
2016-08-01,4.3576,-0.25,147/A/NBP/2016
2016-08-02,4.3484,-0.21,148/A/NBP/2016
2016-08-03,4.3135,-0.80,149/A/NBP/2016
2016-08-04,4.2971,-0.38,150/A/NBP/2016
2016-08-05,4.2975,0.01,151/A/NBP/2016
2016-08-08,4.2912,-0.15,152/A/NBP/2016
2016-08-09,4.2693,-0.51,153/A/NBP/2016
2016-08-10,4.2632,-0.14,154/A/NBP/2016
2016-08-11,4.2674,0.10,155/A/NBP/2016
2016-08-12,4.2626,-0.11,156/A/NBP/2016
2016-08-16,4.2700,0.17,157/A/NBP/2016
2016-08-17,4.2863,0.38,158/A/NBP/2016
2016-08-18,4.2837,-0.06,159/A/NBP/2016
2016-08-19,4.2884,0.11,160/A/NBP/2016
2016-08-22,4.3030,0.34,161/A/NBP/2016
2016-08-23,4.3139,0.25,162/A/NBP/2016
2016-08-24,4.3116,-0.05,163/A/NBP/2016
2016-08-25,4.3095,-0.05,164/A/NBP/2016
2016-08-26,4.3270,0.41,165/A/NBP/2016
2016-08-29,4.3395,0.29,166/A/NBP/2016
2016-08-30,4.3395,0.00,167/A/NBP/2016
2016-08-31,4.3555,0.37,168/A/NBP/2016
2016-09-01,4.3607,0.12,169/A/NBP/2016
2016-09-02,4.3796,0.43,170/A/NBP/2016
2016-09-05,4.3480,-0.72,171/A/NBP/2016
2016-09-06,4.3396,-0.19,172/A/NBP/2016
2016-09-07,4.3289,-0.25,173/A/NBP/2016
2016-09-08,4.3122,-0.39,174/A/NBP/2016
2016-09-09,4.3264,0.33,175/A/NBP/2016
2016-09-12,4.3460,0.45,176/A/NBP/2016
2016-09-13,4.3520,0.14,177/A/NBP/2016
2016-09-14,4.3455,-0.15,178/A/NBP/2016
2016-09-15,4.3356,-0.23,179/A/NBP/2016
2016-09-16,4.3244,-0.26,180/A/NBP/2016
2016-09-19,4.3071,-0.40,181/A/NBP/2016
2016-09-20,4.3019,-0.12,182/A/NBP/2016
2016-09-21,4.3034,0.03,183/A/NBP/2016
2016-09-22,4.2856,-0.41,184/A/NBP/2016
2016-09-23,4.2939,0.19,185/A/NBP/2016
2016-09-26,4.3075,0.32,186/A/NBP/2016
2016-09-27,4.2972,-0.24,187/A/NBP/2016
2016-09-28,4.2918,-0.13,188/A/NBP/2016
2016-09-29,4.3014,0.22,189/A/NBP/2016
2016-09-30,4.3120,0.25,190/A/NBP/2016
2016-10-03,4.2976,-0.33,191/A/NBP/2016
2016-10-04,4.2984,0.02,192/A/NBP/2016
2016-10-05,4.3014,0.07,193/A/NBP/2016
2016-10-06,4.2974,-0.09,194/A/NBP/2016
2016-10-07,4.2853,-0.28,195/A/NBP/2016
2016-10-10,4.2835,-0.04,196/A/NBP/2016
2016-10-11,4.2767,-0.16,197/A/NBP/2016
2016-10-12,4.2825,0.14,198/A/NBP/2016
2016-10-13,4.3065,0.56,199/A/NBP/2016
2016-10-14,4.2955,-0.26,200/A/NBP/2016
2016-10-17,4.3142,0.44,201/A/NBP/2016
2016-10-18,4.3137,-0.01,202/A/NBP/2016
2016-10-19,4.3204,0.16,203/A/NBP/2016
2016-10-20,4.3189,-0.03,204/A/NBP/2016
2016-10-21,4.3300,0.26,205/A/NBP/2016
2016-10-24,4.3225,-0.17,206/A/NBP/2016
2016-10-25,4.3058,-0.39,207/A/NBP/2016
2016-10-26,4.3178,0.28,208/A/NBP/2016
2016-10-27,4.3388,0.49,209/A/NBP/2016
2016-10-28,4.3293,-0.22,210/A/NBP/2016
2016-10-31,4.3267,-0.06,211/A/NBP/2016
2016-11-02,4.3169,-0.23,212/A/NBP/2016
2016-11-03,4.3238,0.16,213/A/NBP/2016
2016-11-04,4.3133,-0.24,214/A/NBP/2016
2016-11-07,4.3283,0.35,215/A/NBP/2016
2016-11-08,4.3285,0.00,216/A/NBP/2016
2016-11-09,4.3455,0.39,217/A/NBP/2016
2016-11-10,4.3424,-0.07,218/A/NBP/2016
2016-11-14,4.3892,1.08,219/A/NBP/2016
2016-11-15,4.4098,0.47,220/A/NBP/2016
2016-11-16,4.4345,0.56,221/A/NBP/2016
2016-11-17,4.4386,0.09,222/A/NBP/2016
2016-11-18,4.4484,0.22,223/A/NBP/2016
2016-11-21,4.4390,-0.21,224/A/NBP/2016
2016-11-22,4.4199,-0.43,225/A/NBP/2016
2016-11-23,4.4131,-0.15,226/A/NBP/2016
2016-11-24,4.4261,0.29,227/A/NBP/2016
2016-11-25,4.4106,-0.35,228/A/NBP/2016
2016-11-28,4.4190,0.19,229/A/NBP/2016
2016-11-29,4.4328,0.31,230/A/NBP/2016
2016-11-30,4.4384,0.13,231/A/NBP/2016
2016-12-01,4.4620,0.53,232/A/NBP/2016
2016-12-02,4.4885,0.59,233/A/NBP/2016
2016-12-05,4.4897,0.03,234/A/NBP/2016
2016-12-06,4.5035,0.31,235/A/NBP/2016
2016-12-07,4.4232,-1.78,236/A/NBP/2016
2016-12-08,4.4401,0.38,237/A/NBP/2016
2016-12-09,4.4385,-0.04,238/A/NBP/2016
2016-12-12,4.4583,0.45,239/A/NBP/2016
2016-12-13,4.4505,-0.17,240/A/NBP/2016
2016-12-14,4.4389,-0.26,241/A/NBP/2016
2016-12-15,4.4453,0.14,242/A/NBP/2016
2016-12-16,4.4253,-0.45,243/A/NBP/2016
2016-12-19,4.4157,-0.22,244/A/NBP/2016
2016-12-20,4.4128,-0.07,245/A/NBP/2016
2016-12-21,4.4180,0.12,246/A/NBP/2016
2016-12-22,4.4089,-0.21,247/A/NBP/2016
2016-12-23,4.4126,0.08,248/A/NBP/2016
2016-12-27,4.4022,-0.24,249/A/NBP/2016
2016-12-28,4.4127,0.24,250/A/NBP/2016
2016-12-29,4.4131,0.01,251/A/NBP/2016
2016-12-30,4.4240,0.25,252/A/NBP/2016
2017-01-02,4.4157,-0.19,001/A/NBP/2017
2017-01-03,4.4002,-0.35,002/A/NBP/2017
2017-01-04,4.3877,-0.28,003/A/NBP/2017
2017-01-05,4.3766,-0.25,004/A/NBP/2017
2017-01-09,4.3783,0.04,005/A/NBP/2017
2017-01-10,4.3735,-0.11,006/A/NBP/2017
2017-01-11,4.3684,-0.12,007/A/NBP/2017
2017-01-12,4.3728,0.10,008/A/NBP/2017
2017-01-13,4.3730,0.00,009/A/NBP/2017
2017-01-16,4.3792,0.14,010/A/NBP/2017
2017-01-17,4.3771,-0.05,011/A/NBP/2017
2017-01-18,4.3705,-0.15,012/A/NBP/2017
2017-01-19,4.3741,0.08,013/A/NBP/2017
2017-01-20,4.3658,-0.19,014/A/NBP/2017
2017-01-23,4.3725,0.15,015/A/NBP/2017
2017-01-24,4.3720,-0.01,016/A/NBP/2017
2017-01-25,4.3636,-0.19,017/A/NBP/2017
2017-01-26,4.3520,-0.27,018/A/NBP/2017
2017-01-27,4.3413,-0.25,019/A/NBP/2017
2017-01-30,4.3291,-0.28,020/A/NBP/2017
2017-01-31,4.3308,0.04,021/A/NBP/2017
2017-02-01,4.3221,-0.20,022/A/NBP/2017
2017-02-02,4.3084,-0.32,023/A/NBP/2017
2017-02-03,4.2985,-0.23,024/A/NBP/2017
2017-02-06,4.2864,-0.28,025/A/NBP/2017
2017-02-07,4.2943,0.18,026/A/NBP/2017
2017-02-08,4.3128,0.43,027/A/NBP/2017
2017-02-09,4.3162,0.08,028/A/NBP/2017
2017-02-10,4.3030,-0.31,029/A/NBP/2017
2017-02-13,4.3077,0.11,030/A/NBP/2017
2017-02-14,4.3025,-0.12,031/A/NBP/2017
2017-02-15,4.3025,0.00,032/A/NBP/2017
2017-02-16,4.3160,0.31,033/A/NBP/2017
2017-02-17,4.3314,0.36,034/A/NBP/2017
2017-02-20,4.3227,-0.20,035/A/NBP/2017
2017-02-21,4.3163,-0.15,036/A/NBP/2017
2017-02-22,4.2977,-0.43,037/A/NBP/2017
2017-02-23,4.3076,0.23,038/A/NBP/2017
2017-02-24,4.3102,0.06,039/A/NBP/2017
2017-02-27,4.3135,0.08,040/A/NBP/2017
2017-02-28,4.3166,0.07,041/A/NBP/2017
2017-03-01,4.2970,-0.45,042/A/NBP/2017
2017-03-02,4.2912,-0.13,043/A/NBP/2017
2017-03-03,4.3078,0.39,044/A/NBP/2017
2017-03-06,4.3100,0.05,045/A/NBP/2017
2017-03-07,4.3115,0.03,046/A/NBP/2017
2017-03-08,4.3087,-0.06,047/A/NBP/2017
2017-03-09,4.3146,0.14,048/A/NBP/2017
2017-03-10,4.3260,0.26,049/A/NBP/2017
2017-03-13,4.3460,0.46,050/A/NBP/2017
2017-03-14,4.3295,-0.38,051/A/NBP/2017
2017-03-15,4.3208,-0.20,052/A/NBP/2017
2017-03-16,4.3165,-0.10,053/A/NBP/2017
2017-03-17,4.3013,-0.35,054/A/NBP/2017
2017-03-20,4.2821,-0.45,055/A/NBP/2017
2017-03-21,4.2635,-0.43,056/A/NBP/2017
2017-03-22,4.2855,0.52,057/A/NBP/2017
2017-03-23,4.2750,-0.24,058/A/NBP/2017
2017-03-24,4.2658,-0.22,059/A/NBP/2017
2017-03-27,4.2630,-0.07,060/A/NBP/2017
2017-03-28,4.2529,-0.24,061/A/NBP/2017
2017-03-29,4.2360,-0.40,062/A/NBP/2017
2017-03-30,4.2292,-0.16,063/A/NBP/2017
2017-03-31,4.2198,-0.22,064/A/NBP/2017
2017-04-03,4.2327,0.31,065/A/NBP/2017
2017-04-04,4.2525,0.47,066/A/NBP/2017
2017-04-05,4.2464,-0.14,067/A/NBP/2017
2017-04-06,4.2412,-0.12,068/A/NBP/2017
2017-04-07,4.2273,-0.33,069/A/NBP/2017
2017-04-10,4.2301,0.07,070/A/NBP/2017
2017-04-11,4.2415,0.34,071/A/NBP/2017
2017-04-12,4.2505,0.55,072/A/NBP/2017
2017-04-13,4.2450,0.42,073/A/NBP/2017
2017-04-14,4.2395,0.29,074/A/NBP/2017
2017-04-18,4.2401,0.30,075/A/NBP/2017
2017-04-19,4.2404,0.31,076/A/NBP/2017
2017-04-20,4.2631,0.54,077/A/NBP/2017
2017-04-21,4.2705,0.17,078/A/NBP/2017
2017-04-24,4.2410,-0.69,079/A/NBP/2017
2017-04-25,4.2346,-0.15,080/A/NBP/2017
2017-04-26,4.2255,-0.21,081/A/NBP/2017
2017-04-27,4.2296,0.10,082/A/NBP/2017
2017-04-28,4.2170,-0.30,083/A/NBP/2017
2017-05-02,4.2226,0.13,084/A/NBP/2017
2017-05-04,4.2177,-0.12,085/A/NBP/2017
2017-05-05,4.2176,0.00,086/A/NBP/2017
2017-05-08,4.2059,-0.28,087/A/NBP/2017
2017-05-09,4.2253,0.46,088/A/NBP/2017
2017-05-10,4.2155,-0.23,089/A/NBP/2017
2017-05-11,4.2150,-0.01,090/A/NBP/2017
2017-05-12,4.2200,0.12,091/A/NBP/2017
2017-05-15,4.2096,-0.25,092/A/NBP/2017
2017-05-16,4.1902,-0.46,093/A/NBP/2017
2017-05-17,4.1912,0.02,094/A/NBP/2017
2017-05-18,4.2200,0.69,095/A/NBP/2017
2017-05-19,4.2069,-0.31,096/A/NBP/2017
2017-05-22,4.1907,-0.39,097/A/NBP/2017
2017-05-23,4.2018,0.26,098/A/NBP/2017
2017-05-24,4.1985,-0.08,099/A/NBP/2017
2017-05-25,4.1796,-0.45,100/A/NBP/2017
2017-05-26,4.1803,0.02,101/A/NBP/2017
2017-05-29,4.1794,-0.02,102/A/NBP/2017
2017-05-30,4.1739,-0.13,103/A/NBP/2017
2017-05-31,4.1737,0.00,104/A/NBP/2017
2017-06-01,4.1834,0.23,105/A/NBP/2017
2017-06-02,4.1882,0.11,106/A/NBP/2017
2017-06-05,4.1781,-0.24,107/A/NBP/2017
2017-06-06,4.1916,0.32,108/A/NBP/2017
2017-06-07,4.1943,0.06,109/A/NBP/2017
2017-06-08,4.2071,0.31,110/A/NBP/2017
2017-06-09,4.1877,-0.46,111/A/NBP/2017
2017-06-12,4.1927,0.12,112/A/NBP/2017
2017-06-13,4.1921,-0.01,113/A/NBP/2017
2017-06-14,4.2025,0.25,114/A/NBP/2017
2017-06-16,4.2181,0.37,115/A/NBP/2017
2017-06-19,4.2112,-0.16,116/A/NBP/2017
2017-06-20,4.2248,0.32,117/A/NBP/2017
2017-06-21,4.2442,0.46,118/A/NBP/2017
2017-06-22,4.2442,0.00,119/A/NBP/2017
2017-06-23,4.2255,-0.44,120/A/NBP/2017
2017-06-26,4.2117,-0.33,121/A/NBP/2017
2017-06-27,4.2120,0.01,122/A/NBP/2017
2017-06-28,4.2317,0.47,123/A/NBP/2017
2017-06-29,4.2412,0.22,124/A/NBP/2017
2017-06-30,4.2265,-0.35,125/A/NBP/2017
2017-07-03,4.2331,0.16,126/A/NBP/2017
2017-07-04,4.2428,0.23,127/A/NBP/2017
2017-07-05,4.2501,0.17,128/A/NBP/2017
2017-07-06,4.2388,-0.27,129/A/NBP/2017
2017-07-07,4.2337,-0.12,130/A/NBP/2017
2017-07-10,4.2348,0.03,131/A/NBP/2017
2017-07-11,4.2435,0.21,132/A/NBP/2017
2017-07-12,4.2432,-0.01,133/A/NBP/2017
2017-07-13,4.2345,-0.20,134/A/NBP/2017
2017-07-14,4.2194,-0.36,135/A/NBP/2017
2017-07-17,4.2091,-0.24,136/A/NBP/2017
2017-07-18,4.2032,-0.14,137/A/NBP/2017
2017-07-19,4.2057,0.06,138/A/NBP/2017
2017-07-20,4.2117,0.14,139/A/NBP/2017
2017-07-21,4.2311,0.46,140/A/NBP/2017
2017-07-24,4.2413,0.24,141/A/NBP/2017
2017-07-25,4.2559,0.34,142/A/NBP/2017
2017-07-26,4.2611,0.12,143/A/NBP/2017
2017-07-27,4.2650,0.09,144/A/NBP/2017
2017-07-28,4.2617,-0.08,145/A/NBP/2017
2017-07-31,4.2545,-0.17,146/A/NBP/2017
2017-08-01,4.2548,0.01,147/A/NBP/2017
2017-08-02,4.2515,-0.08,148/A/NBP/2017
2017-08-03,4.2538,0.05,149/A/NBP/2017
2017-08-04,4.2423,-0.27,150/A/NBP/2017
2017-08-07,4.2469,0.11,151/A/NBP/2017
2017-08-08,4.2541,0.17,152/A/NBP/2017
2017-08-09,4.2638,0.23,153/A/NBP/2017
2017-08-10,4.2709,0.17,154/A/NBP/2017
2017-08-11,4.2851,0.33,155/A/NBP/2017
2017-08-14,4.2823,-0.07,156/A/NBP/2017
2017-08-16,4.2724,-0.23,157/A/NBP/2017
2017-08-17,4.2541,-0.43,158/A/NBP/2017
2017-08-18,4.2826,0.67,159/A/NBP/2017
2017-08-21,4.2747,-0.18,160/A/NBP/2017
2017-08-22,4.2772,0.06,161/A/NBP/2017
2017-08-23,4.2767,-0.01,162/A/NBP/2017
2017-08-24,4.2827,0.14,163/A/NBP/2017
2017-08-25,4.2600,-0.53,164/A/NBP/2017
2017-08-28,4.2640,0.09,165/A/NBP/2017
2017-08-29,4.2661,0.05,166/A/NBP/2017
2017-08-30,4.2610,-0.12,167/A/NBP/2017
2017-08-31,4.2618,0.02,168/A/NBP/2017
2017-09-01,4.2457,-0.38,169/A/NBP/2017
2017-09-04,4.2570,0.27,170/A/NBP/2017
2017-09-05,4.2361,-0.49,171/A/NBP/2017
2017-09-06,4.2446,0.20,172/A/NBP/2017
2017-09-07,4.2466,0.05,173/A/NBP/2017
2017-09-08,4.2511,0.11,174/A/NBP/2017
2017-09-11,4.2426,-0.20,175/A/NBP/2017
2017-09-12,4.2511,0.20,176/A/NBP/2017
2017-09-13,4.2677,0.39,177/A/NBP/2017
2017-09-14,4.2837,0.37,178/A/NBP/2017
2017-09-15,4.2781,-0.13,179/A/NBP/2017
2017-09-18,4.2835,0.13,180/A/NBP/2017
2017-09-19,4.2930,0.22,181/A/NBP/2017
2017-09-20,4.2769,-0.38,182/A/NBP/2017
2017-09-21,4.2863,0.22,183/A/NBP/2017
2017-09-22,4.2746,-0.27,184/A/NBP/2017
2017-09-25,4.2698,-0.11,185/A/NBP/2017
2017-09-26,4.2820,0.29,186/A/NBP/2017
2017-09-27,4.3012,0.45,187/A/NBP/2017
2017-09-28,4.3166,0.36,188/A/NBP/2017
2017-09-29,4.3091,-0.17,189/A/NBP/2017
2017-10-02,4.3137,0.11,190/A/NBP/2017
2017-10-03,4.3105,-0.07,191/A/NBP/2017
2017-10-04,4.3025,-0.19,192/A/NBP/2017
2017-10-05,4.2985,-0.09,193/A/NBP/2017
2017-10-06,4.3042,0.13,194/A/NBP/2017
2017-10-09,4.3121,0.18,195/A/NBP/2017
2017-10-10,4.2952,-0.39,196/A/NBP/2017
2017-10-11,4.2836,-0.27,197/A/NBP/2017
2017-10-12,4.2705,0.87,198/A/NBP/2017
2017-10-13,4.2603,-0.54,199/A/NBP/2017
2017-10-16,4.2449,-0.36,200/A/NBP/2017
2017-10-17,4.2313,-0.32,201/A/NBP/2017
2017-10-18,4.2293,-0.05,202/A/NBP/2017
2017-10-19,4.2381,0.21,203/A/NBP/2017
2017-10-20,4.2452,0.17,204/A/NBP/2017
2017-10-23,4.2359,-0.22,205/A/NBP/2017
2017-10-24,4.2382,0.05,206/A/NBP/2017
2017-10-25,4.2370,-0.03,207/A/NBP/2017
2017-10-26,4.2458,0.21,208/A/NBP/2017
2017-10-27,4.2520,0.15,209/A/NBP/2017
2017-10-30,4.2403,-0.28,210/A/NBP/2017
2017-10-31,4.2498,0.22,211/A/NBP/2017
2017-11-02,4.2336,-0.38,212/A/NBP/2017
2017-11-03,4.2406,0.17,213/A/NBP/2017
2017-11-06,4.2449,0.10,214/A/NBP/2017
2017-11-07,4.2397,-0.12,215/A/NBP/2017
2017-11-08,4.2423,0.06,216/A/NBP/2017
2017-11-09,4.2308,-0.27,217/A/NBP/2017
2017-11-10,4.2299,-0.02,218/A/NBP/2017
2017-11-13,4.2352,0.13,219/A/NBP/2017
2017-11-14,4.2332,-0.05,220/A/NBP/2017
2017-11-15,4.2487,0.37,221/A/NBP/2017
2017-11-16,4.2346,-0.33,222/A/NBP/2017
2017-11-17,4.2419,0.17,223/A/NBP/2017
2017-11-20,4.2351,-0.16,224/A/NBP/2017
2017-11-21,4.2296,-0.13,225/A/NBP/2017
2017-11-22,4.2183,-0.27,226/A/NBP/2017
2017-11-23,4.2108,-0.18,227/A/NBP/2017
2017-11-24,4.2116,0.02,228/A/NBP/2017
2017-11-27,4.2086,-0.07,229/A/NBP/2017
2017-11-28,4.2074,-0.03,230/A/NBP/2017
2017-11-29,4.1991,-0.20,231/A/NBP/2017
2017-11-30,4.2055,0.15,232/A/NBP/2017
2017-12-01,4.2078,0.05,233/A/NBP/2017
2017-12-04,4.2082,0.01,234/A/NBP/2017
2017-12-05,4.2024,-0.14,235/A/NBP/2017
2017-12-06,4.2154,0.31,236/A/NBP/2017
2017-12-07,4.2115,-0.09,237/A/NBP/2017
2017-12-08,4.2026,-0.21,238/A/NBP/2017
2017-12-11,4.2038,0.03,239/A/NBP/2017
2017-12-12,4.2077,0.09,240/A/NBP/2017
2017-12-13,4.2155,0.19,241/A/NBP/2017
2017-12-14,4.2216,0.14,242/A/NBP/2017
2017-12-15,4.2217,0.00,243/A/NBP/2017
2017-12-18,4.2134,-0.20,244/A/NBP/2017
2017-12-19,4.2011,-0.29,245/A/NBP/2017
2017-12-20,4.1975,-0.09,246/A/NBP/2017
2017-12-21,4.2018,0.10,247/A/NBP/2017
2017-12-22,4.1935,-0.20,248/A/NBP/2017
2017-12-27,4.1909,-0.06,249/A/NBP/2017
2017-12-28,4.1815,-0.22,250/A/NBP/2017
2017-12-29,4.1709,-0.25,251/A/NBP/2017
2018-01-02,4.1701,-0.02,001/A/NBP/2018
2018-01-03,4.1673,-0.07,002/A/NBP/2018
2018-01-04,4.1515,-0.38,003/A/NBP/2018
2018-01-05,4.1544,0.07,004/A/NBP/2018
2018-01-08,4.1647,0.25,005/A/NBP/2018
2018-01-09,4.1779,0.32,006/A/NBP/2018
2018-01-10,4.1784,0.01,007/A/NBP/2018
2018-01-11,4.1758,-0.06,008/A/NBP/2018
2018-01-12,4.1669,-0.21,009/A/NBP/2018
2018-01-15,4.1696,0.06,010/A/NBP/2018
2018-01-16,4.1825,0.31,011/A/NBP/2018
2018-01-17,4.1739,-0.21,012/A/NBP/2018
2018-01-18,4.1663,-0.18,013/A/NBP/2018
2018-01-19,4.1750,0.21,014/A/NBP/2018
2018-01-22,4.1696,-0.13,015/A/NBP/2018
2018-01-23,4.1712,0.04,016/A/NBP/2018
2018-01-24,4.1637,-0.18,017/A/NBP/2018
2018-01-25,4.1493,-0.35,018/A/NBP/2018
2018-01-26,4.1477,-0.04,019/A/NBP/2018
2018-01-29,4.1423,-0.13,020/A/NBP/2018
2018-01-30,4.1461,0.09,021/A/NBP/2018
2018-01-31,4.1488,0.07,022/A/NBP/2018
2018-02-01,4.1504,0.04,023/A/NBP/2018
2018-02-02,4.1615,0.27,024/A/NBP/2018
2018-02-05,4.1585,-0.07,025/A/NBP/2018
2018-02-06,4.1547,-0.09,026/A/NBP/2018
2018-02-07,4.1593,0.11,027/A/NBP/2018
2018-02-08,4.1733,0.34,028/A/NBP/2018
2018-02-09,4.2024,0.70,029/A/NBP/2018
2018-02-12,4.1846,-0.42,030/A/NBP/2018
2018-02-13,4.1764,-0.20,031/A/NBP/2018
2018-02-14,4.1716,-0.11,032/A/NBP/2018
2018-02-15,4.1530,-0.45,033/A/NBP/2018
2018-02-16,4.1559,0.07,034/A/NBP/2018
2018-02-19,4.1467,-0.22,035/A/NBP/2018
2018-02-20,4.1472,0.01,036/A/NBP/2018
2018-02-21,4.1562,0.22,037/A/NBP/2018
2018-02-22,4.1811,0.60,038/A/NBP/2018
2018-02-23,4.1738,-0.17,039/A/NBP/2018
2018-02-26,4.1717,-0.05,040/A/NBP/2018
2018-02-27,4.1700,-0.04,041/A/NBP/2018
2018-02-28,4.1779,0.19,042/A/NBP/2018
2018-03-01,4.1854,0.18,043/A/NBP/2018
2018-03-02,4.1986,0.32,044/A/NBP/2018
2018-03-05,4.1895,-0.22,045/A/NBP/2018
2018-03-06,4.1891,-0.01,046/A/NBP/2018
2018-03-07,4.1922,0.07,047/A/NBP/2018
2018-03-08,4.2024,0.24,048/A/NBP/2018
2018-03-09,4.1989,-0.08,049/A/NBP/2018
2018-03-12,4.1942,-0.11,050/A/NBP/2018
2018-03-13,4.2097,0.37,051/A/NBP/2018
2018-03-14,4.2114,0.04,052/A/NBP/2018
2018-03-15,4.2168,0.13,053/A/NBP/2018
2018-03-16,4.2162,-0.01,054/A/NBP/2018
2018-03-19,4.2176,0.03,055/A/NBP/2018
2018-03-20,4.2242,0.16,056/A/NBP/2018
2018-03-21,4.2416,0.41,057/A/NBP/2018
